;Format
CSV1
;Anatomy
2,4,2,1
;Training set
0.736229,0.911305,,0
0.938513,0.829104,,0
0.685253,0.776852,,0
0.937020,0.760822,,0
0.145100,0.909613,,1
0.489079,0.510195,,1
0.212008,0.468018,,0
0.238859,0.100938,,0
0.655949,0.727418,,0
0.553532,0.995139,,0
0.091671,0.263661,,0
0.249412,0.424393,,0
0.076106,0.219477,,0
0.727371,0.051661,,1
0.685893,0.070599,,1
0.657815,0.422121,,1
0.981903,0.596329,,0
0.251226,0.667157,,1
0.373181,0.188246,,0
0.427978,0.518280,,1
0.097859,0.917057,,1
0.028476,0.309867,,0
0.385076,0.267335,,0
0.410804,0.041025,,0
0.994753,0.964336,,0
0.036164,0.086425,,0
0.227997,0.285576,,0
0.510818,0.304104,,1
0.505052,0.238189,,1
0.355764,0.190945,,0
0.308788,0.013579,,0
0.613066,0.290691,,1
0.609908,0.864292,,0
0.957848,0.983089,,0
0.052538,0.385826,,0
0.501369,0.150397,,1
0.302883,0.529845,,1
0.460264,0.687959,,1
0.797180,0.871068,,0
0.728984,0.791933,,0
0.835405,0.765148,,0
0.878358,0.063402,,1
0.050724,0.389176,,0
0.367505,0.555776,,1
0.627365,0.723270,,0
0.746721,0.936153,,0
0.736849,0.359787,,1
0.226844,0.346757,,0
0.224080,0.184692,,0
0.329846,0.276618,,0
0.570518,0.831215,,0
0.427016,0.873401,,1
0.361059,0.887280,,1
0.561361,0.158239,,1
0.758348,0.290345,,1
0.950172,0.593753,,0
0.055493,0.828530,,1
0.657154,0.106217,,1
0.217705,0.024660,,0
0.661993,0.845070,,0
0.747929,0.408714,,1
0.781223,0.484778,,1
0.768501,0.008067,,1
0.831535,0.992581,,0
0.192758,0.161381,,0
0.269199,0.763276,,1
0.992595,0.696214,,0
0.636678,0.353654,,1
0.583494,0.198038,,1
0.511893,0.341842,,1
0.488383,0.462065,,0
0.935595,0.543876,,0
0.290595,0.592749,,1
0.650093,0.508300,,0
0.617409,0.312086,,1
0.353370,0.365338,,0
0.720799,0.134592,,1
0.850116,0.489301,,1
0.142659,0.681651,,1
0.481881,0.335417,,0
0.843032,0.751080,,0
0.098693,0.835627,,1
0.447295,0.735371,,1
0.189281,0.030789,,0
0.933410,0.701175,,0
0.372631,0.421793,,0
0.163240,0.308225,,0
0.965669,0.453834,,1
0.900975,0.615762,,0
0.962134,0.518384,,0
0.927847,0.315504,,1
0.883722,0.648647,,0
0.450096,0.733838,,1
0.137947,0.592754,,1
0.415490,0.619829,,1
0.928171,0.258522,,1
0.370909,0.026865,,0
0.094149,0.818203,,1
0.762236,0.283430,,1
0.848992,0.695646,,0
