;Format
CSV1
;Anatomy
2,15,1
;Training set
0.069300,0.825029,,0.894329
0.013738,0.458071,,0.471809
0.017112,0.675564,,0.692675
0.133060,0.954275,,1.087335
0.027151,0.222661,,0.249812
0.941588,0.667138,,1.608725
0.344309,0.443805,,0.788114
0.568625,0.076322,,0.644947
0.535138,0.988679,,1.523817
0.149717,0.493118,,0.642835
0.386772,0.240892,,0.627665
0.828182,0.616106,,1.444288
0.655317,0.511180,,1.166497
0.953157,0.774428,,1.727586
0.508575,0.270364,,0.778939
0.230675,0.577875,,0.808550
0.095393,0.244413,,0.339806
0.035946,0.112505,,0.148451
0.919977,0.169005,,1.088982
0.066780,0.947127,,1.013907
0.391666,0.008367,,0.400034
0.614265,0.735975,,1.350240
0.452172,0.182890,,0.635062
0.812298,0.987311,,1.799608
0.171569,0.962015,,1.133583
0.480428,0.558341,,1.038769
0.202907,0.308610,,0.511517
0.174447,0.858224,,1.032672
0.819790,0.127605,,0.947395
0.632652,0.328365,,0.961018
0.397969,0.863327,,1.261296
0.906240,0.493362,,1.399603
0.107740,0.942186,,1.049927
0.605867,0.027717,,0.633584
0.111192,0.672647,,0.783839
0.974844,0.502858,,1.477702
0.681014,0.589109,,1.270124
0.238833,0.133187,,0.372020
0.772000,0.051131,,0.823131
0.120497,0.943568,,1.064066
0.013146,0.600926,,0.614072
0.501909,0.216053,,0.717962
0.909536,0.676357,,1.585893
0.074277,0.729327,,0.803604
0.803961,0.706930,,1.510891
0.057692,0.201930,,0.259622
0.570257,0.963932,,1.534189
0.695293,0.677997,,1.373290
0.906119,0.301160,,1.207278
0.705714,0.017310,,0.723025
0.973807,0.680559,,1.654366
0.520168,0.654821,,1.174989
0.269668,0.759002,,1.028670
0.788008,0.041668,,0.829676
0.810133,0.908505,,1.718638
0.985236,0.823278,,1.808515
0.509431,0.487145,,0.996576
0.039331,0.418967,,0.458299
0.163502,0.113608,,0.277110
0.148294,0.967463,,1.115757
0.820538,0.205986,,1.026524
0.169394,0.390795,,0.560188
0.169918,0.864686,,1.034604
0.068792,0.076037,,0.144829
0.165846,0.774507,,0.940352
0.093347,0.139653,,0.232999
0.455065,0.613515,,1.068580
0.794474,0.724734,,1.519208
0.372516,0.582482,,0.954998
0.766402,0.182649,,0.949051
0.490987,0.751638,,1.242625
0.005927,0.000418,,0.006346
0.238783,0.045259,,0.284042
0.419385,0.402285,,0.821671
0.158867,0.567679,,0.726546
0.369748,0.979405,,1.349154
0.773665,0.539142,,1.312807
0.370200,0.943583,,1.313783
0.403828,0.438992,,0.842820
0.019619,0.569674,,0.589293
0.213499,0.112966,,0.326465
0.709327,0.668564,,1.377891
0.726481,0.503800,,1.230281
0.393298,0.098997,,0.492295
0.086282,0.159699,,0.245981
0.281646,0.577269,,0.858915
0.911337,0.287574,,1.198911
0.577687,0.150120,,0.727808
0.332832,0.997072,,1.329905
0.552406,0.491700,,1.044105
0.564752,0.922154,,1.486906
0.471105,0.338416,,0.809521
0.461296,0.841304,,1.302601
0.281999,0.865124,,1.147123
0.280296,0.301619,,0.581915
0.434798,0.493795,,0.928593
0.414585,0.144125,,0.558709
0.162359,0.141066,,0.303425
0.647925,0.555657,,1.203582
0.240063,0.734207,,0.974270
