;Format
CSV1
;Anatomy
1,256,20,1
;Training set
0.000000,,0.000000
0.100000,,0.099833
0.200000,,0.198669
0.300000,,0.295520
0.400000,,0.389418
0.500000,,0.479426
0.600000,,0.564642
0.700000,,0.644218
0.800000,,0.717356
0.900000,,0.783327
1.000000,,0.841471
1.100000,,0.891207
1.200000,,0.932039
1.300000,,0.963558
1.400000,,0.985450
1.500000,,0.997495
1.600000,,0.999574
1.700000,,0.991665
1.800000,,0.973848
1.900000,,0.946300
2.000000,,0.909297
2.100000,,0.863209
2.200000,,0.808496
2.300000,,0.745705
2.400000,,0.675463
2.500000,,0.598472
2.600000,,0.515501
2.700000,,0.427380
2.800000,,0.334988
2.900000,,0.239249
3.000000,,0.141120
3.100000,,0.041581
3.200000,,-0.058374
3.300000,,-0.157746
3.400000,,-0.255541
3.500000,,-0.350783
3.600000,,-0.442520
3.700000,,-0.529836
3.800000,,-0.611858
3.900000,,-0.687766
4.000000,,-0.756802
4.100000,,-0.818277
4.200000,,-0.871576
4.300000,,-0.916166
4.400000,,-0.951602
4.500000,,-0.977530
4.600000,,-0.993691
4.700000,,-0.999923
4.800000,,-0.996165
4.900000,,-0.982453
5.000000,,-0.958924
5.100000,,-0.925815
5.200000,,-0.883455
5.300000,,-0.832267
5.400000,,-0.772764
5.500000,,-0.705540
5.600000,,-0.631267
5.700000,,-0.550686
5.800000,,-0.464602
5.900000,,-0.373877
6.000000,,-0.279415
6.100000,,-0.182163
6.200000,,-0.083089
6.300000,,0.016814
6.400000,,0.116549
6.500000,,0.215120
6.600000,,0.311541
6.700000,,0.404850
6.800000,,0.494113
6.900000,,0.578440
7.000000,,0.656987
7.100000,,0.728969
7.200000,,0.793668
7.300000,,0.850437
7.400000,,0.898708
7.500000,,0.938000
7.600000,,0.967920
7.700000,,0.988168
7.800000,,0.998543
7.900000,,0.998941
8.000000,,0.989358
8.100000,,0.969890
8.200000,,0.940731
8.300000,,0.902172
8.400000,,0.854599
8.500000,,0.798487
8.600000,,0.734397
8.700000,,0.662969
8.800000,,0.584917
8.900000,,0.501021
9.000000,,0.412118
9.100000,,0.319098
9.200000,,0.222890
9.300000,,0.124454
9.400000,,0.024775
9.500000,,-0.075151
9.600000,,-0.174327
9.700000,,-0.271761
9.800000,,-0.366479
